Date,Asset_id,Field,Oil_production
2018-09-03,OML26,Ogini,5801
2020-05-22,OML119,Okpoho,5800
2021-01-11,OML4/38/41,Sapele,58.4
2018-09-21,OML45,Oredo,5799.84
2018-04-18,OML26,Ogini,5799
2019-06-24,OML20,Egbema,5798
2020-10-12,OML119,Okpoho,5798
2020-06-30,OML119,Okpoho,5797
2021-03-31,OML45,Oredo,5796.46
2020-11-03,OML119,Okpoho,5796
2020-07-02,OML119,Okpoho,5796
2018-08-03,OML45,Oredo,5795.65
2018-03-26,OML26,Ogini,5795
2021-12-09,OML119,Okpoho,5794
2021-12-14,OML119,Okpoho,5793
2020-07-10,OML119,Okpoho,5793
2021-12-29,OML119,Okpoho,5792
2018-08-07,OML45,Oredo,5791.7
2021-11-24,OML119,Okpoho,5791
2019-04-04,OML34,Utorogu,5790.97
2018-05-07,OML4/38/41,Sapele,5790.85
2021-12-15,OML119,Okpoho,5790
2018-01-25,OML34,UghelliEast,579.12
2020-01-27,OML20,Egbema,5789.27
2019-11-20,OML4/38/41,Amukpe,5789.24
2021-09-21,OML38/49/51,Oghareki,5788.15
2020-09-21,OML42,Batan,5788
2018-07-27,OML4/38/41,Oben,5787.47
2018-05-25,OML26,Ogini,5787
2021-12-26,OML119,Okpoho,5787
2019-09-23,OML34,Utorogu,5786.69
2018-04-27,OML34,Utorogu,5785.09
2020-04-07,OML20,Egbema,5784
2020-09-07,OML42,Batan,5784
2018-05-05,OML45,Oredo,5783.26
2019-05-17,OML4/38/41,Amukpe,5782.07
2020-02-16,OML20,Egbema,5780.99
2019-11-28,OML45,Oredo,5780.71
2020-03-31,OML45,Oredo,5779.9
2019-04-15,OML45,Oredo,5779.63
2018-04-04,OML26,Ogini,5779
2020-11-10,OML119,Okpoho,5778
2020-07-04,OML119,Okpoho,5777
2019-03-10,OML20,Egbema,5777
2021-11-02,OML38/49/51,Oghareki,5776.97
2020-04-04,OML45,Oredo,5776.53
2020-09-25,OML42,Batan,5776
2021-02-12,OML111/148,Oziengbe,5776
2020-09-22,OML42,Batan,5774
2020-09-23,OML42,Batan,5774
2020-06-14,OML119,Okpoho,5774
2020-01-26,OML20,Egbema,5773.77
2021-09-25,OML38/49/51,Oghareki,5772.34
2021-09-28,OML38/49/51,Oghareki,5771.85
2020-06-15,OML16,AburaSouth,5771
2018-01-26,OML34,UghelliEast,577.77
2020-08-13,OML34,UghelliEast,577
2020-03-17,OML20,Egbema,5769.75
2020-01-31,OML20,Egbema,5766.56
2020-03-15,OML20,Egbema,5763.48
2021-11-07,OML38/49/51,Oghareki,5763.26
2020-03-08,OML4/38/41,Amukpe,5763.14
2020-11-05,OML119,Okpoho,5762
2020-02-01,OML20,Egbema,5760.98
2020-05-26,OML119,Okpoho,5760
2021-11-05,OML38/49/51,Oghareki,5759.26
2021-03-05,OML40,Opuama,5759
2018-05-23,OML42,Batan,5758
2020-11-09,OML119,Okpoho,5757
2021-12-13,OML34,Utorogu,5756
2019-06-25,OML20,Egbema,5756
2018-03-16,OML26,Ogini,5754
2019-07-26,OML34,Utorogu,5753.28
2020-07-06,OML119,Okpoho,5752
2020-03-16,OML20,Egbema,5750.71
2018-08-17,OML34,Utorogu,5750.2
2019-11-29,OML45,Oredo,5750.03
2019-02-19,OML4/38/41,Amukpe,5749.36
2020-05-23,OML119,Okpoho,5749
2021-12-16,OML38/49/51,Oghareki,5747.8
2020-08-20,OML34,Utorogu,5746
2021-12-14,OML111/148,Oziengbe,5746
2020-01-28,OML20,Egbema,5744.5
2019-01-27,OML4/38/41,Amukpe,5744.49
2020-07-29,OML26,Ogini,5744
2019-06-27,OML40,Opuama,5743.97
2020-01-30,OML20,Egbema,5743.53
2018-03-25,OML26,Ogini,5742
2021-11-04,OML38/49/51,Oghareki,5739.26
2020-07-08,OML119,Okpoho,5738
2020-09-09,OML42,Odidi,5738
2020-10-10,OML34,UghelliEast,5737
2021-05-23,OML45,Oredo,5736.66
2020-02-02,OML20,Egbema,5736.57
2021-02-20,OML119,Okono,5736.17
2021-12-03,OML34,Utorogu,5735
2021-12-02,OML34,Utorogu,5735
2021-12-04,OML119,Okpoho,5733
2021-09-23,OML38/49/51,Oghareki,5731.36
2020-07-03,OML119,Okpoho,5731
2021-01-04,OML119,Okpoho,5730
2018-02-11,OML34,UghelliEast,573.71
2021-11-18,OML119,Okpoho,5729
2021-11-04,OML26,Ogini,5726
2021-10-31,OML30,Afiesere,5725.905
2021-10-31,OML30,Eriemu,5725.905
2020-05-05,OML34,Utorogu,5725.38
2021-12-01,OML34,Utorogu,5725
2021-10-23,OML38/49/51,Oghareki,5724.36
2021-09-29,OML38/49/51,Oghareki,5722.81
2019-04-21,OML34,Utorogu,5722.6
2018-08-05,OML45,Oredo,5722.33
2021-11-06,OML38/49/51,Oghareki,5721.79
2021-10-27,OML38/49/51,Oghareki,5721.79
2021-11-03,OML38/49/51,Oghareki,5721.24
2020-02-08,OML20,Egbema,5719.74
2021-10-13,OML119,Okono,5719.4025
2019-09-05,OML20,Egbema,5719.3
2020-03-16,OML45,Oredo,5718.36
2021-12-30,OML45,Oredo,5717.97
2021-02-13,OML119,Okono,5717.74
2020-06-20,OML42,Odidi,5717
2021-06-12,OML119,Okpoho,5717
2021-12-08,OML119,Okpoho,5717
2021-05-22,OML45,Oredo,5716.4
2021-10-02,OML38/49/51,Oghareki,5716.05
2021-07-08,OML45,Oredo,5715.49
2019-03-27,OML26,Ogini,5715
2021-10-31,OML111/148,Oziengbe,5713
2018-07-22,OML45,Oredo,5711.78
2020-07-15,OML119,Okpoho,5711
2018-01-17,OML34,UghelliEast,571.27
2020-05-30,OML34,UghelliEast,571.23
2021-12-20,OML30,Afiesere,5709.14
2021-12-20,OML30,Eriemu,5709.14
2018-01-17,OML34,Utorogu,5708.94
2020-03-24,OML20,Egbema,5707.58
2018-08-14,OML34,Utorogu,5707.11
2020-11-02,OML119,Okpoho,5706
2021-12-04,OML26,Ogini,5706
2020-11-01,OML119,Okpoho,5706
2019-09-06,OML20,Egbema,5703.99
2019-02-09,OML4/38/41,Amukpe,5703.71
2021-11-16,OML38/49/51,Oghareki,5702.3
2018-09-22,OML119,Okpoho,5702
2021-11-19,OML119,Okpoho,5700
2021-06-16,OML119,Okpoho,5700
2020-05-02,OML38/49/51,Aroh,57.5
2020-05-02,OML38/49/51,Oghareki,57.5
2019-08-01,OML34,UghelliWest,5699.84
2018-09-24,OML119,Okpoho,5699
2021-01-31,OML28/30,UzereEast,5698.11
2021-07-06,OML119,Okpoho,5697
2021-11-29,OML42,JonesCreek,5697
2021-11-14,OML119,Okpoho,5695
2021-12-17,OML119,Okpoho,5695
2021-11-18,OML38/49/51,Oghareki,5694.3
2020-02-03,OML20,Egbema,5694.06
2020-05-03,OML4/38/41,Amukpe,5694.02
2020-10-28,OML119,Okono,5694.01
2019-05-16,OML4/38/41,Amukpe,5693.62
2021-10-01,OML38/49/51,Oghareki,5693.05
2021-04-10,OML34,UghelliEast,5692
2018-03-11,OML20,Egbema,5691.91
2018-12-09,OML20,Egbema,5689.64
2021-01-03,OML119,Okpoho,5689
2021-08-11,OML45,Oredo,5688.86
2018-09-16,OML45,Oredo,5688.48
2021-12-21,OML119,Okpoho,5687
2020-07-11,OML119,Okpoho,5686
2021-06-07,OML34,UghelliEast,5686
2019-07-20,OML34,Utorogu,5685.26
2018-08-21,OML34,Utorogu,5685.03
2018-03-24,OML26,Ogini,5685
2021-12-28,OML119,Okpoho,5685
2018-04-03,OML4/38/41,Amukpe,5683.91
2020-10-11,OML119,Okpoho,5683
2020-10-20,OML119,Okpoho,5682
2019-02-15,OML4/38/41,Amukpe,5681.67
2021-03-21,OML34,Utorogu,5681
2019-06-30,OML26,Ogini,5681
2021-12-25,OML119,Okpoho,5681
2020-10-14,OML119,Okpoho,5680
2018-01-15,OML38/49/51,Oghareki,568
2018-01-15,OML38/49/51,Aroh,568
2019-09-29,OML16,AburaSouth,5679.21
2019-09-30,OML16,AburaSouth,5679.21
2020-09-06,OML42,Batan,5679
2020-07-05,OML119,Okpoho,5676
2019-09-07,OML20,Egbema,5675.62
2018-03-19,OML45,Oredo,5675.4
2020-07-16,OML119,Okpoho,5675
2021-12-20,OML119,Okpoho,5675
2020-09-25,OML45,Oredo,5674.41
2021-12-04,OML28/30,UzereEast,5674.26
2019-11-26,OML26,Ogini,5674
2021-11-08,OML38/49/51,Oghareki,5673.3
2018-07-23,OML45,Oredo,5673.11
2019-05-18,OML4/38/41,Amukpe,5673.05
2020-11-04,OML119,Okpoho,5673
2021-11-10,OML38/49/51,Oghareki,5672.81
2020-02-11,OML20,Egbema,5671.02
2018-04-04,OML20,Egbema,5670.03
2021-12-09,OML26,Ogini,5670
2018-01-13,OML34,UghelliEast,567.97
2020-10-25,OML111/148,Oziengbe,567
2020-10-17,OML119,Okpoho,5669
2019-06-20,OML40,Opuama,5668.93
2021-12-31,OML45,Oredo,5668.04
2020-05-25,OML119,Okpoho,5665
2018-01-21,OML34,Utorogu,5664.69
2018-04-05,OML34,Utorogu,5663.92
2019-05-14,OML4/38/41,Amukpe,5662.38
2018-09-20,OML45,Oredo,5661.48
2021-08-08,OML34,UghelliEast,5661
2021-12-16,OML119,Okpoho,5660
2018-02-12,OML34,UghelliEast,566.89
2020-03-25,OML34,UghelliEast,566.72
2019-09-10,OML34,UghelliEast,566.41
2020-10-24,OML119,Okpoho,566
2018-07-04,OML26,Ogini,5659
2021-12-19,OML119,Okpoho,5659
2018-04-03,OML20,Egbema,5658.45
2020-10-16,OML119,Okpoho,5657
2020-11-07,OML119,Okpoho,5657
2019-12-05,OML45,Oredo,5656.91
2021-10-26,OML38/49/51,Oghareki,5654.81
2018-09-23,OML45,Oredo,5653.03
2021-12-30,OML119,Okpoho,5653
2018-07-03,OML26,Ogini,5653
2021-12-27,OML119,Okpoho,5653
2019-07-28,OML34,Utorogu,5651.07
2020-08-31,OML42,Batan,5649
2020-10-02,OML119,Okpoho,5648
2021-09-06,OML45,Oredo,5647.6
2019-12-01,OML45,Oredo,5646.46
2021-12-01,OML26,Ogini,5646
2021-01-01,OML119,Okpoho,5646
2021-12-24,OML119,Okpoho,5645
2018-09-17,OML45,Oredo,5643.09
2020-12-14,OML34,UghelliEast,5643
2021-02-13,OML45,Oredo,5642.65
2020-03-19,OML45,Oredo,5642.58
2019-03-01,OML16,AburaSouth,5642.22
2019-02-26,OML16,AburaSouth,5642.22
2019-03-03,OML16,AburaSouth,5642.22
2019-03-02,OML16,AburaSouth,5642.22
2019-02-25,OML16,AburaSouth,5642.22
2019-02-28,OML16,AburaSouth,5642.22
2019-02-27,OML16,AburaSouth,5642.22
2020-07-12,OML119,Okpoho,5642
2021-11-29,OML34,Utorogu,5642
2019-09-08,OML20,Egbema,5640.01
2019-04-21,OML16,AburaSouth,564.41
2020-07-10,OML34,UghelliWest,564
2018-09-15,OML119,Okpoho,5639
2021-10-29,OML38/49/51,Oghareki,5637.34
2021-09-24,OML38/49/51,Oghareki,5636.41
2020-02-16,OML45,Oredo,5636.02
2021-10-25,OML38/49/51,Oghareki,5635.81
2018-08-03,OML20,Egbema,5635.59
2020-03-03,OML20,Egbema,5635.28
2018-09-19,OML45,Oredo,5634.24
2020-07-26,OML42,Batan,5633
2020-07-08,OML4/38/41,Oben,5631.72
2019-02-18,OML4/38/41,Amukpe,5630.86
2019-10-06,OML34,Utorogu,5630.25
2020-11-11,OML34,Utorogu,5630
2020-10-25,OML119,Okpoho,563
2021-07-13,OML45,Oredo,5629.23
2020-11-08,OML119,Okpoho,5629
2020-10-15,OML119,Okpoho,5629
2020-10-07,OML119,Okpoho,5629
2018-08-22,OML34,Utorogu,5628.61
2021-06-13,OML119,Okpoho,5628
2020-10-09,OML119,Okpoho,5626
2018-12-08,OML20,Egbema,5624.62
2019-04-03,OML34,Utorogu,5624.48
2020-07-24,OML45,Oredo,5624
2021-12-23,OML119,Okpoho,5622
2018-07-26,OML34,Utorogu,5621.94
2020-11-08,OML34,Utorogu,5621
2018-09-19,OML119,Okpoho,5620
2021-03-11,OML38/49/51,Aroh,562.5
2021-03-11,OML38/49/51,Oghareki,562.5
2020-03-27,OML34,UghelliEast,562.44
2018-03-06,OML45,Oredo,562.28
2020-06-20,OML45,Oredo,562.21
2021-01-31,OML20,Egbema,5619.45
2020-07-13,OML119,Okpoho,5619
2021-12-18,OML119,Okpoho,5619
2021-12-05,OML34,Utorogu,5618
2018-08-11,OML20,Egbema,5617.78
2018-05-26,OML26,Ogini,5617
2018-12-26,OML45,Oredo,5615.27
2021-01-02,OML119,Okpoho,5615
2020-07-17,OML119,Okpoho,5614
2020-11-10,OML34,Utorogu,5613
2021-10-13,OML38/49/51,Oghareki,5612.3
2020-07-14,OML119,Okpoho,5610
2018-03-06,OML34,UghelliEast,561.83
2018-02-10,OML34,UghelliEast,561.79
2019-01-24,OML4/38/41,Amukpe,5609.88
2019-07-31,OML34,UghelliWest,5608.74
2018-04-24,OML45,Oredo,5608.05
2019-10-26,OML4/38/41,Amukpe,5607.31
2019-03-09,OML20,Egbema,5607
2021-11-21,OML119,Okpoho,5606
2021-11-11,OML26,Ogini,5606
2018-04-14,OML34,Utorogu,5603.81
2019-02-09,OML34,Utorogu,5603.67
2021-12-15,OML28/30,UzereEast,5600.7
2018-04-07,OML34,Utorogu,5600.55
2020-02-19,OML34,UghelliEast,560.36
2021-08-18,OML30,Eriemu,560.08
2021-08-18,OML30,Afiesere,560.08
2020-02-11,OML28/30,UzereEast,56.82
2020-01-26,OML38/49/51,Aroh,56
2020-01-26,OML38/49/51,Oghareki,56
2021-09-24,OML42,Egwa,56
2018-11-30,OML45,Oredo,5599.65
2020-10-04,OML119,Okpoho,5598
2019-06-04,OML4/38/41,Amukpe,5596.3
2019-05-06,OML4/38/41,Amukpe,5596.19
2020-09-24,OML42,Batan,5596
2019-03-10,OML34,Utorogu,5595.09
2018-09-18,OML45,Oredo,5593.15
2020-07-27,OML42,Batan,5593
2020-10-27,OML119,Okono,5590.96
2020-07-02,OML34,UghelliEast,5590
2020-10-13,OML119,Okpoho,5587
2020-02-20,OML20,Egbema,5586.69
2018-03-27,OML45,Oredo,5586.18
2018-04-09,OML20,Egbema,5585.79
2021-12-27,OML45,Oredo,5585.75
2021-12-06,OML119,Okpoho,5585
2020-10-10,OML119,Okpoho,5583
2019-05-26,OML4/38/41,Amukpe,5581.94
2018-04-08,OML34,Utorogu,5581.44
2021-10-30,OML38/49/51,Oghareki,5581.34
2020-03-28,OML34,UghelliEast,558.13
2018-04-17,OML26,Ogini,5578
2019-08-15,OML34,Utorogu,5577.99
2019-05-13,OML4/38/41,Amukpe,5577.61
2021-12-05,OML26,Ogini,5577
2019-05-15,OML4/38/41,Amukpe,5576.95
2018-09-15,OML45,Oredo,5576.22
2018-04-06,OML34,Utorogu,5575.17
2021-11-30,OML34,Utorogu,5575
2019-01-31,OML4/38/41,Amukpe,5574.89
2021-08-04,OML28/30,UzereEast,5574.1
2021-01-14,OML4/38/41,Oben,5573.68
2021-11-14,OML34,Utorogu,5573
2018-06-21,OML45,Oredo,5572.91
2020-11-09,OML34,Utorogu,5571
2021-04-28,OML40,Gbetiokun,5571
2021-10-28,OML38/49/51,Oghareki,5570.81
2021-03-07,OML16,AburaSouth,5570.69
2018-07-28,OML45,Oredo,5570.28
2020-10-24,OML119,Okono,5569.4
2020-07-20,OML34,Utorogu,5569
2018-04-09,OML34,Utorogu,5568.82
2018-10-12,OML119,Okpoho,5567
2020-09-04,OML42,Batan,5566
2018-12-05,OML4/38/41,Amukpe,5565
2020-01-17,OML20,Egbema,5564.86
2018-09-15,OML26,Ogini,5564
2019-07-01,OML26,Ogini,5564
2019-10-23,OML40,Opuama,5562.52
2019-12-22,OML16,AburaSouth,5561.38
2021-11-09,OML38/49/51,Oghareki,5561.34
2018-10-04,OML119,Okpoho,5561
2018-12-18,OML42,JonesCreek,5561
2019-06-28,OML34,UghelliEast,556.36
2018-08-09,OML45,Oredo,5559.82
2020-06-01,OML119,Okpoho,5559
2021-09-16,OML34,Utorogu,5559
2021-02-06,OML16,AburaSouth,5557.86
2020-09-01,OML40,Opuama,5557.47
2019-06-02,OML4/38/41,Amukpe,5556.7
2019-12-30,OML45,Oredo,5556.41
2018-08-23,OML34,Utorogu,5554.31
2020-10-08,OML119,Okpoho,5554
2019-05-04,OML26,Ogini,5554
2019-04-09,OML4/38/41,Amukpe,5553.45
2018-01-16,OML34,Utorogu,5553.43
2021-06-17,OML119,Okpoho,5552
2021-10-24,OML38/49/51,Oghareki,5551.34
2019-03-08,OML34,Utorogu,5550.4
2020-04-07,OML34,Utorogu,555.53
2021-01-10,OML4/38/41,Sapele,5549.6
2019-06-14,OML40,Opuama,5547.88
2018-01-18,OML34,Utorogu,5545.92
2020-09-08,OML45,Oredo,5545.55
2020-08-31,OML40,Opuama,5544.6
2018-03-04,OML20,Egbema,5542.26
2021-09-07,OML45,Oredo,5541.41
2018-10-17,OML119,Okpoho,5541
2020-05-04,OML45,Oredo,5540.26
2020-11-09,OML40,Gbetiokun,5540
2019-05-15,OML42,JonesCreek,554
2020-10-19,OML119,Okpoho,5537
2020-10-23,OML119,Okono,5534.05
2020-06-17,OML4/38/41,Amukpe,5533.76
2018-04-15,OML34,Utorogu,5533.28
2021-11-23,OML111/148,Oziengbe,5533
2019-12-04,OML45,Oredo,5532.15
2019-06-15,OML40,Opuama,5531.76
2021-02-05,OML20,Egbema,5531.33
2021-04-05,OML111/148,Oziengbe,5531
2021-04-08,OML111/148,Oziengbe,5531
2021-04-19,OML111/148,Oziengbe,5531
2021-03-27,OML111/148,Oziengbe,5531
2021-04-13,OML111/148,Oziengbe,5531
2021-04-12,OML111/148,Oziengbe,5531
2021-04-11,OML111/148,Oziengbe,5531
2021-04-07,OML111/148,Oziengbe,5531
2020-08-20,OML119,Okpoho,5531
2021-04-06,OML111/148,Oziengbe,5531
2021-03-28,OML111/148,Oziengbe,5531
2021-03-29,OML111/148,Oziengbe,5531
2021-04-10,OML111/148,Oziengbe,5531
2021-04-14,OML111/148,Oziengbe,5531
2021-04-09,OML111/148,Oziengbe,5531
2021-04-15,OML111/148,Oziengbe,5531
2021-03-22,OML111/148,Oziengbe,5531
2021-03-23,OML111/148,Oziengbe,5531
2021-04-17,OML111/148,Oziengbe,5531
2021-03-24,OML111/148,Oziengbe,5531
2021-03-21,OML111/148,Oziengbe,5531
2021-03-25,OML111/148,Oziengbe,5531
2021-04-18,OML111/148,Oziengbe,5531
2021-03-26,OML111/148,Oziengbe,5531
2021-04-16,OML111/148,Oziengbe,5531
2019-05-28,OML4/38/41,Amukpe,5530.45
2020-05-24,OML119,Okpoho,5530
2018-03-25,OML119,Okpoho,5530
2018-11-16,OML119,Okono,553.72
2019-03-26,OML111/148,Oziengbe,553
2021-12-05,OML119,Okpoho,5529
2020-02-13,OML4/38/41,Sapele,5528.74
2020-09-03,OML40,Opuama,5525.3
2021-02-25,OML119,Okono,5525.11
2019-06-13,OML4/38/41,Amukpe,5523.55
2018-06-05,OML45,Oredo,5522.3
2021-12-12,OML34,UghelliEast,5522
2020-01-25,OML111/148,Oziengbe,5522
2020-01-24,OML111/148,Oziengbe,5522
2020-11-06,OML119,Okpoho,5521
2021-12-04,OML34,Utorogu,5520
2021-11-11,OML38/49/51,Oghareki,5519.85
2021-12-09,OML111/148,Oziengbe,5519
2019-06-05,OML4/38/41,Amukpe,5518.88
2019-06-01,OML4/38/41,Amukpe,5518.44
2020-10-03,OML119,Okpoho,5515
2019-03-11,OML34,Utorogu,5514.96
2021-07-07,OML45,Oredo,5513.12
2019-05-02,OML26,Ogini,5513
2020-01-01,OML45,Oredo,5512.45
2018-04-04,OML4/38/41,Amukpe,5512.32
2021-10-31,OML38/49/51,Oghareki,5511.85
2018-03-13,OML34,Utorogu,5511.35
2020-09-19,OML20,Egbema,5511.04
2020-02-08,OML34,Utorogu,551.46
2021-06-01,OML45,Oredo,551.41
2018-04-30,OML45,Oredo,5509.78
2018-08-01,OML45,Oredo,5509.52
2018-04-16,OML34,Utorogu,5508.17
2018-04-10,OML34,Utorogu,5508.17
2019-02-26,OML45,Oredo,5508.12
2020-11-20,OML34,Utorogu,5508
2021-11-13,OML34,UghelliEast,5507
2018-03-22,OML119,Okpoho,5505
2018-03-10,OML26,Ogini,5504
2021-12-17,OML34,UghelliEast,5503
2021-12-08,OML26,Ogini,5502
2021-06-09,OML119,Okpoho,5501
2019-09-20,OML34,UghelliEast,550.65
2020-09-05,OML40,Opuama,5499.56
2019-10-10,OML40,Opuama,5499.46
2018-03-11,OML26,Ogini,5499
2018-01-03,OML26,Ogini,5498.96
2021-10-22,OML38/49/51,Oghareki,5498.45
2021-12-04,OML38/49/51,Oghareki,5498.33
2020-11-21,OML34,Utorogu,5498
2018-01-26,OML34,Utorogu,5497.15
2020-11-16,OML34,Utorogu,5497
2021-10-21,OML38/49/51,Oghareki,5496.9
2020-09-02,OML40,Opuama,5496.51
2018-05-04,OML45,Oredo,5496.02
2021-11-09,OML26,Ogini,5496
2019-12-31,OML45,Oredo,5495.91
2018-04-25,OML45,Oredo,5494.88
2021-10-12,OML38/49/51,Oghareki,5494.41
2018-04-12,OML34,Utorogu,5492.04
2019-05-31,OML4/38/41,Amukpe,5491.07
2019-02-06,OML20,Egbema,5490.97
2018-03-15,OML34,Utorogu,5490.46
2020-08-29,OML42,Batan,5490
2018-03-23,OML119,Okpoho,5490
2020-03-24,OML34,Utorogu,549.54
2019-04-23,OML34,UghelliEast,549.04
2021-04-26,OML45,Oredo,5488.98
2018-04-28,OML34,Utorogu,5488.49
2020-02-28,OML20,Egbema,5487.36
2018-01-06,OML16,AburaSouth,5487
2018-01-05,OML16,AburaSouth,5487
2020-09-04,OML40,Opuama,5486.45
2018-01-23,OML34,Utorogu,5486.34
2020-10-05,OML119,Okpoho,5486
2018-04-13,OML34,Utorogu,5485.41
2018-08-15,OML34,Utorogu,5485.21
2019-04-17,OML4/38/41,Amukpe,5484.62
2021-11-04,OML111/148,Oziengbe,5484
2019-06-14,OML4/38/41,Amukpe,5483.95
2020-05-12,OML26,Ogini,5481
2019-03-16,OML34,Utorogu,5480.21
2020-10-06,OML119,Okpoho,5480
2020-07-24,OML42,Egwa,548
2020-06-13,OML34,UghelliEast,548
2021-03-18,OML45,Oredo,5479.86
2020-01-25,OML4/38/41,Amukpe,5479.77
2018-04-18,OML34,Utorogu,5479.53
2019-09-09,OML40,Opuama,5479.01
2018-02-17,OML26,Ogini,5479
2018-08-19,OML20,Egbema,5478.37
2021-09-17,OML34,Utorogu,5478
2019-06-09,OML4/38/41,Amukpe,5477.5
2021-02-10,OML111/148,Oziengbe,5477
2020-08-05,OML42,Batan,5477
2021-02-11,OML111/148,Oziengbe,5477
2021-02-28,OML20,Egbema,5475.26
2021-03-01,OML20,Egbema,5475.26
2021-11-17,OML38/49/51,Oghareki,5475
2021-10-17,OML38/49/51,Oghareki,5474.74
2019-11-10,OML34,Utorogu,5473.46
2018-03-19,OML119,Okpoho,5473
2018-05-20,OML4/38/41,Oben,5473
2018-03-18,OML26,Ogini,5472
2019-12-03,OML45,Oredo,5471.31
2021-10-19,OML38/49/51,Oghareki,5470.92
2021-06-15,OML16,Abura,5470.08
2018-03-30,OML4/38/41,Sapele,547.89
2018-03-30,OML4/38/41,Sapele,547.89
2018-04-26,OML34,Utorogu,5468.92
2018-03-27,OML119,Okpoho,5467
2021-09-22,OML34,UghelliEast,5467
2021-09-30,OML38/49/51,Oghareki,5466.36
2018-09-23,OML119,Okpoho,5466
2018-03-10,OML34,Utorogu,5464.3
2021-06-11,OML119,Okpoho,5464
2018-02-20,OML26,Ogini,5463
2020-10-18,OML119,Okpoho,5463
2018-08-08,OML45,Oredo,5462.83
2019-02-27,OML45,Oredo,5462.33
2020-02-20,OML4/38/41,Amukpe,5460.25
2019-03-29,OML16,AburaSouth,5460.14
2021-05-12,OML20,Egbema,546.84
2018-01-25,OML34,Utorogu,5457.93
2019-07-28,OML4/38/41,Amukpe,5457.65
2018-01-24,OML34,Utorogu,5457.34
2020-11-28,OML34,Utorogu,5457
2021-09-15,OML34,Utorogu,5457
2018-04-20,OML34,Utorogu,5456.7
2018-04-04,OML119,Okpoho,5456
2019-04-15,OML4/38/41,Amukpe,5453.47
2018-03-31,OML119,Okpoho,5453
2018-04-22,OML34,Utorogu,5452.13
2018-04-01,OML119,Okpoho,5452
2019-06-08,OML34,Utorogu,5450.05
2019-09-19,OML34,UghelliEast,545.93
2018-03-07,OML34,UghelliEast,545.67
2021-07-28,OML34,UghelliEast,5448
2018-03-30,OML119,Okpoho,5448
2018-04-25,OML16,AburaSouth,5447.83
2018-04-26,OML16,AburaSouth,5447.83
2020-09-06,OML40,Opuama,5447.36
2020-10-16,OML42,Odidi,5445
2018-09-04,OML26,Ogini,5445
2018-10-16,OML119,Okpoho,5445
2019-03-09,OML34,Utorogu,5444.45
2021-04-08,OML45,Oredo,5444.13
2018-04-19,OML34,Utorogu,5444.09
2020-10-21,OML34,Utorogu,5444
2020-10-20,OML34,Utorogu,5444
2020-10-23,OML34,Utorogu,5444
2021-08-12,OML119,Okpoho,5444
2020-10-24,OML34,Utorogu,5444
2020-10-22,OML34,Utorogu,5444
2020-10-19,OML34,Utorogu,5444
2020-10-25,OML34,Utorogu,5444
2019-05-29,OML4/38/41,Amukpe,5443.02
2018-04-03,OML119,Okpoho,5442
2020-07-22,OML45,Oredo,5441.3
2018-04-02,OML119,Okpoho,5441
2018-03-28,OML119,Okpoho,5441
2018-04-11,OML119,Okpoho,5441
2018-04-29,OML34,Utorogu,5440.39
2018-01-28,OML26,Ogini,5440
2019-10-28,OML45,Oredo,544.62
2019-04-07,OML4/38/41,Amukpe,5439.67
2019-04-08,OML4/38/41,Amukpe,5438.11
2021-06-15,OML119,Okpoho,5438
2018-04-11,OML34,Utorogu,5437.6
2018-10-08,OML119,Okpoho,5436
2019-06-19,OML4/38/41,Amukpe,5435.1
2021-06-08,OML119,Okpoho,5434
2019-06-26,OML16,AburaSouth,5432.66
2019-06-25,OML16,AburaSouth,5432.66
2019-06-22,OML16,AburaSouth,5432.66
2019-06-23,OML16,AburaSouth,5432.66
2019-06-24,OML16,AburaSouth,5432.66
2019-04-13,OML4/38/41,Amukpe,5430.34
2018-03-16,OML119,Okpoho,5430
2020-05-02,OML4/38/41,Sapele,543.52
2018-03-05,OML34,UghelliEast,543.43
2020-08-27,OML45,Oredo,5429.16
2020-04-08,OML4/38/41,Oben,5429.1
2019-07-23,OML4/38/41,Amukpe,5428.69
2018-02-22,OML34,Utorogu,5428.13
2021-10-10,OML45,Oredo,5427.77
2021-11-13,OML38/49/51,Oghareki,5427.36
2021-03-17,OML34,UghelliEast,5427
2018-09-30,OML26,Ogini,5426
2019-08-16,OML34,Utorogu,5424.14
2019-09-27,OML42,Batan,5424
2020-07-19,OML34,Utorogu,5424
2018-02-27,OML34,Utorogu,5423.09
2021-07-04,OML119,Okpoho,5423
2020-02-02,OML42,Odidi,5422
2019-09-30,OML40,Opuama,5421.58
2019-05-09,OML4/38/41,Amukpe,5421.1
2018-02-13,OML26,Ogini,5420
2021-03-24,OML34,UghelliEast,5420
2020-10-17,OML34,Utorogu,5419
2020-10-16,OML34,Utorogu,5419
2018-03-21,OML45,Oredo,5418.64
2019-06-07,OML4/38/41,Amukpe,5418.32
2021-02-04,OML16,AburaSouth,5417.15
2018-10-19,OML119,Okpoho,5417
2020-11-18,OML34,Utorogu,5415
2018-10-20,OML119,Okpoho,5415
2019-12-18,OML34,UghelliWest,5414.83
2018-01-30,OML16,AburaSouth,5414.1
2018-01-29,OML16,AburaSouth,5414.1
2018-02-12,OML26,Ogini,5414
2018-03-24,OML45,Oredo,5412.82
